formula,concentration,temperature,soak_time,ph,curing_time,metal_a_type,metal_a_concentration,metal_b_type,molar_ratio_b_a,experiment_condition,Uniformity,Coverage,Adhesion,Timestamp
12.0,2.400000035762787,35.0,1.0,5.5,15.0,4.0,20.0,10.0,2.0,2.0,1.0,0.95581079646945,1.0004032909928355,2025-12-04-09:34:57
30.0,2.1000000312924385,25.0,1.0,9.0,20.0,5.0,10.0,10.0,2.0,3.0,1.0,0.9591112658381462,1.045211035758257,2025-12-04-09:34:57
30.0,5.0,25.0,1.0,7.0,10.0,1.0,10.0,19.0,8.0,1.0,1.0,0.970258193090558,1.068195901811123,2025-12-04-09:35:12
16.0,1.2000000178813934,35.0,1.0,9.0,20.0,3.0,20.0,10.0,2.0,2.0,1.0,0.9467773139476776,1.0851032361388206,2025-12-04-09:35:12
16.0,2.9000000432133675,35.0,1.0,8.0,25.0,5.0,20.0,10.0,1.0,2.0,1.0,0.9544405750930309,1.018443077802658,2025-12-04-09:35:12
1.0,2.500000037252903,40.0,1.0,6.0,10.0,1.0,40.0,20.0,8.0,3.0,1.0,0.9411569125950336,1.0128492591902614,2025-12-04-09:35:41
17.0,1.5000000223517418,35.0,1.0,7.0,15.0,4.0,20.0,10.0,3.0,2.0,1.0,0.9383406825363636,1.0681506842374802,2025-12-04-09:35:41
25.0,2.600000038743019,40.0,1.0,6.0,10.0,1.0,40.0,20.0,10.0,3.0,1.0,0.9104078486561775,1.0233965050429106,2025-12-04-09:35:41
27.0,4.000000059604645,25.0,29.0,8.0,25.0,11.0,50.0,8.0,10.0,1.0,1.0,0.9876013156026602,1.0133794667199254,2025-12-04-09:35:59
15.0,1.600000023841858,35.0,1.0,7.5,25.0,3.0,10.0,10.0,2.0,2.0,1.0,0.979866873472929,1.0650801807641983,2025-12-04-09:35:59
10.0,2.600000038743019,30.0,16.0,6.0,25.0,17.0,30.0,16.0,1.0,1.0,1.0,0.9229863956570625,1.0937456339597702,2025-12-04-09:35:59
30.0,5.0,25.0,2.0,7.0,20.0,12.0,50.0,20.0,4.0,2.0,1.0,0.950116477906704,1.0408748276531696,2025-12-04-09:36:21
14.0,1.600000023841858,35.0,1.0,4.5,25.0,2.0,20.0,11.0,1.0,2.0,1.0,0.9175484925508499,1.066386379301548,2025-12-04-09:36:21
7.0,2.500000037252903,30.0,15.0,7.0,25.0,20.0,30.0,17.0,1.0,1.0,1.0,0.994060218334198,1.0545970275998116,2025-12-04-09:36:21
19.0,4.000000059604645,25.0,29.0,7.0,25.0,11.0,50.0,2.0,10.0,1.0,1.0,0.958998117595911,1.0045898198150098,2025-12-04-09:36:43
15.0,1.4000000208616257,35.0,1.0,8.0,15.0,4.0,20.0,9.0,5.0,2.0,1.0,0.9667460955679417,1.0651797577738762,2025-12-04-09:36:43
1.0,2.0000000298023224,30.0,1.0,4.5,25.0,5.0,40.0,8.0,9.0,1.0,1.0,0.9146561101078987,1.077851764857769,2025-12-04-09:36:43
13.0,5.0,35.0,12.0,6.0,20.0,20.0,50.0,17.0,1.0,1.0,1.0,0.9423313550651073,1.0546510480344296,2025-12-04-09:37:19
11.0,1.600000023841858,30.0,1.0,5.0,20.0,3.0,30.0,13.0,1.0,2.0,1.0,0.9050103425979614,1.0952795073390007,2025-12-04-09:37:19
30.0,1.5000000223517418,30.0,1.0,7.0,20.0,4.0,20.0,10.0,1.0,2.0,1.0,0.928932435810566,1.08950674533844,2025-12-04-09:37:19
8.0,1.600000023841858,40.0,1.0,6.5,20.0,3.0,40.0,14.0,7.0,2.0,1.0,0.9324852004647255,1.084577701985836,2025-12-04-09:37:59
4.0,2.7000000402331352,30.0,18.0,4.0,30.0,17.0,30.0,18.0,4.0,1.0,1.0,0.9539058916270733,1.023101294413209,2025-12-04-09:37:59
9.0,2.7000000402331352,30.0,18.0,6.5,30.0,17.0,30.0,0.0,8.0,1.0,1.0,0.9838769491761923,1.0315798334777355,2025-12-04-09:37:59
16.0,5.0,40.0,1.0,7.0,10.0,20.0,10.0,19.0,5.0,3.0,1.0,0.9992009699344635,1.0904233530163765,2025-12-04-09:38:55
1.0,1.600000023841858,35.0,1.0,6.0,20.0,3.0,10.0,5.0,1.0,2.0,1.0,0.9459705948829651,1.054827630519867,2025-12-04-09:38:55
1.0,1.600000023841858,30.0,1.0,6.0,20.0,4.0,30.0,14.0,1.0,2.0,1.0,0.9268777146935463,1.0541506186127663,2025-12-04-09:38:55
9.0,3.0000000447034836,35.0,12.0,6.5,10.0,19.0,30.0,18.0,1.0,2.0,1.0,0.9701678864657879,1.0739169344305992,2025-12-04-09:39:45
20.0,1.600000023841858,35.0,1.0,10.5,20.0,3.0,30.0,13.0,3.0,2.0,1.0,0.9363479390740395,1.0307956337928772,2025-12-04-09:39:45
20.0,1.600000023841858,40.0,3.0,7.5,20.0,3.0,30.0,18.0,2.0,2.0,1.0,0.9195460826158524,1.0339333713054657,2025-12-04-09:39:45
15.0,1.4000000208616257,40.0,30.0,6.0,10.0,11.0,50.0,20.0,4.0,1.0,1.0,0.9343607202172279,1.0067511680535972,2025-12-04-09:40:27
11.0,2.500000037252903,30.0,14.0,5.0,20.0,17.0,30.0,16.0,2.0,1.0,1.0,0.9881672319024801,1.0257648583501577,2025-12-04-09:40:27
10.0,2.600000038743019,30.0,17.0,5.0,25.0,18.0,30.0,20.0,1.0,1.0,1.0,0.996084266807884,1.0500673726201057,2025-12-04-09:40:27
7.0,5.0,35.0,4.0,8.0,10.0,20.0,10.0,19.0,2.0,1.0,1.0,0.9605566971004009,1.003563743783161,2025-12-04-09:40:47
30.0,3.0000000447034836,30.0,19.0,9.0,30.0,10.0,10.0,7.0,9.0,2.0,1.0,0.9765083957463503,1.0546062476933002,2025-12-04-09:40:47
8.0,1.600000023841858,30.0,1.0,6.0,20.0,3.0,20.0,0.0,4.0,2.0,1.0,0.9172362014651299,1.0954373925924301,2025-12-04-09:40:47
12.0,5.0,25.0,12.0,5.5,20.0,20.0,30.0,0.0,10.0,1.0,1.0,0.9644007794559002,1.014557040296495,2025-12-04-09:41:24
19.0,1.600000023841858,35.0,1.0,7.0,25.0,4.0,20.0,9.0,1.0,2.0,1.0,0.9735493827611208,1.0770724341273308,2025-12-04-09:41:24
30.0,5.0,25.0,30.0,9.0,10.0,11.0,50.0,0.0,10.0,2.0,1.0,0.917785719037056,1.0572643652558327,2025-12-04-09:41:24
20.0,1.600000023841858,35.0,1.0,7.5,20.0,3.0,20.0,20.0,1.0,2.0,1.0,0.9542351178824902,1.095019444823265,2025-12-04-09:42:31
11.0,2.600000038743019,30.0,18.0,5.0,25.0,19.0,30.0,20.0,4.0,1.0,1.0,0.9711173176765442,1.0238462518900633,2025-12-04-09:42:31
11.0,2.600000038743019,30.0,16.0,5.0,25.0,16.0,30.0,0.0,1.0,1.0,1.0,0.9457024969160557,1.0875541120767593,2025-12-04-09:42:31
7.0,1.1000000163912773,30.0,12.0,7.0,30.0,19.0,30.0,16.0,1.0,1.0,1.0,0.9073706418275833,1.0963793024420738,2025-12-04-09:43:25
6.0,1.5000000223517418,35.0,1.0,7.5,20.0,3.0,20.0,4.0,1.0,2.0,1.0,0.944064311683178,1.024967735633254,2025-12-04-09:43:25
9.0,1.600000023841858,25.0,1.0,3.5,20.0,3.0,30.0,11.0,1.0,2.0,1.0,0.9014077484607697,1.053731519728899,2025-12-04-09:43:25
22.0,0.10000000149011612,35.0,1.0,5.0,10.0,7.0,50.0,0.0,7.0,1.0,1.0,0.994493842124939,1.0670853778719902,2025-12-04-09:43:45
18.0,1.600000023841858,35.0,1.0,6.0,20.0,4.0,30.0,3.0,3.0,2.0,1.0,0.9501601755619049,1.098911538720131,2025-12-04-09:43:45
30.0,0.10000000149011612,40.0,30.0,9.0,30.0,14.0,50.0,0.0,7.0,3.0,1.0,0.916266180574894,1.0934967026114464,2025-12-04-09:43:45
13.0,1.700000025331974,30.0,1.0,6.0,20.0,17.0,30.0,10.0,4.0,2.0,1.0,0.9178759008646011,1.0819971710443497,2025-12-04-09:44:22
19.0,0.7000000104308128,35.0,1.0,5.0,10.0,7.0,50.0,0.0,2.0,1.0,1.0,0.9088504239916801,1.0484094433486462,2025-12-04-09:44:22
23.0,4.100000061094761,40.0,1.0,8.0,10.0,20.0,20.0,19.0,3.0,3.0,1.0,0.972325986251235,1.0501706190407276,2025-12-04-09:44:22
20.0,0.10000000149011612,25.0,5.0,11.0,25.0,1.0,50.0,14.0,2.0,2.0,1.0,0.9421489275991917,1.0884936302900314,2025-12-04-09:46:26
7.0,1.9000000283122063,35.0,1.0,7.5,25.0,3.0,20.0,10.0,2.0,2.0,1.0,0.9125156328082085,1.0670559257268906,2025-12-04-09:46:26
19.0,4.000000059604645,40.0,28.0,7.0,20.0,14.0,50.0,18.0,7.0,1.0,1.0,0.9955450356937945,1.0564368478953838,2025-12-04-09:46:26
6.0,3.300000049173832,30.0,16.0,7.0,15.0,20.0,30.0,19.0,1.0,1.0,1.0,0.9987373948097229,1.032421238720417,2025-12-04-09:46:48
15.0,1.700000025331974,30.0,1.0,6.0,20.0,1.0,20.0,15.0,4.0,2.0,1.0,0.928765170276165,1.0884843096137047,2025-12-04-09:46:48
23.0,5.0,40.0,29.0,8.0,25.0,6.0,50.0,18.0,9.0,1.0,1.0,0.9643145240843296,1.0945874899625778,2025-12-04-09:46:48
11.0,5.0,40.0,1.0,5.0,10.0,18.0,20.0,20.0,7.0,3.0,1.0,0.904851883649826,1.0879053622484207,2025-12-04-09:47:14
14.0,1.700000025331974,30.0,1.0,4.5,20.0,3.0,30.0,8.0,4.0,2.0,1.0,0.9008119180798531,1.0772503092885017,2025-12-04-09:47:14
5.0,3.500000052154064,30.0,17.0,7.0,15.0,20.0,30.0,19.0,1.0,1.0,1.0,0.9743056539446115,1.0879305824637413,2025-12-04-09:47:14
14.0,1.600000023841858,30.0,1.0,4.5,20.0,1.0,20.0,12.0,2.0,2.0,1.0,0.9563456289470196,1.0658371075987816,2025-12-04-09:48:29
9.0,2.9000000432133675,30.0,12.0,6.5,10.0,9.0,30.0,0.0,8.0,2.0,1.0,0.9138796180486679,1.019816542044282,2025-12-04-09:48:29
14.0,1.600000023841858,30.0,1.0,4.5,20.0,1.0,10.0,8.0,2.0,2.0,1.0,0.9226626828312874,1.048940658569336,2025-12-04-09:48:29
16.0,3.200000047683716,40.0,12.0,7.0,10.0,16.0,10.0,19.0,5.0,3.0,1.0,0.902914822101593,1.0051536858081818,2025-12-04-09:49:29
7.0,3.1000000461935997,30.0,12.0,7.0,15.0,17.0,30.0,19.0,1.0,1.0,1.0,0.9914876995608211,1.0305776353925467,2025-12-04-09:49:29
30.0,0.10000000149011612,35.0,30.0,9.0,30.0,8.0,40.0,7.0,8.0,2.0,1.0,0.9471921324729919,1.0614517033100128,2025-12-04-09:49:29
7.0,5.0,30.0,13.0,7.5,15.0,14.0,30.0,20.0,2.0,1.0,1.0,0.910936526954174,1.0080594066530466,2025-12-04-09:50:05
12.0,1.600000023841858,30.0,1.0,5.5,20.0,2.0,40.0,1.0,3.0,2.0,1.0,0.9907533526420593,1.0057890894822776,2025-12-04-09:50:05
7.0,2.600000038743019,30.0,16.0,7.0,20.0,20.0,40.0,19.0,2.0,1.0,1.0,0.9722370449453592,1.0399071350693703,2025-12-04-09:50:05
1.0,2.500000037252903,30.0,18.0,6.0,25.0,20.0,30.0,19.0,6.0,1.0,1.0,0.9494480527937412,1.0189285520464182,2025-12-04-09:50:29
18.0,1.600000023841858,30.0,1.0,6.0,20.0,5.0,30.0,10.0,2.0,2.0,1.0,0.9298293814063072,1.0037496387958527,2025-12-04-09:50:29
21.0,5.0,40.0,29.0,7.0,10.0,5.0,50.0,12.0,10.0,1.0,1.0,0.9383179359138012,1.0679403245449066,2025-12-04-09:50:29
23.0,1.600000023841858,35.0,1.0,8.0,20.0,3.0,20.0,18.0,2.0,2.0,1.0,0.9229453653097153,1.0232217200100422,2025-12-04-09:51:42
21.0,0.9000000134110451,35.0,2.0,7.0,15.0,10.0,20.0,11.0,5.0,2.0,1.0,0.9022568985819817,1.078770250082016,2025-12-04-09:51:42
26.0,1.600000023841858,30.0,1.0,9.0,20.0,3.0,20.0,17.0,1.0,2.0,1.0,0.9578235037624836,1.093531794846058,2025-12-04-09:51:42
12.0,1.700000025331974,35.0,1.0,5.5,20.0,4.0,20.0,6.0,2.0,2.0,1.0,0.9475146159529686,1.006159043405205,2025-12-04-09:52:36
30.0,1.9000000283122063,25.0,30.0,8.5,10.0,9.0,10.0,3.0,6.0,1.0,1.0,0.9073200598359108,1.0287239253520966,2025-12-04-09:52:36
10.0,2.600000038743019,30.0,14.0,5.5,20.0,17.0,30.0,9.0,1.0,1.0,1.0,0.9343773946166039,1.0844321995973587,2025-12-04-09:52:36
11.0,1.700000025331974,35.0,1.0,5.0,15.0,4.0,10.0,11.0,2.0,2.0,1.0,0.9738765116780996,1.0436514280736446,2025-12-04-09:53:49
13.0,1.700000025331974,40.0,1.0,6.0,25.0,4.0,10.0,9.0,2.0,2.0,1.0,0.9600699879229069,1.028006512671709,2025-12-04-09:53:49
11.0,1.700000025331974,35.0,1.0,5.0,25.0,4.0,20.0,10.0,2.0,2.0,1.0,0.9531043097376823,1.095170997083187,2025-12-04-09:53:49
