organic_formula,organic_concentration,organic_temperature,organic_soak_time,organic_ph,organic_curing_time,metal_a_type,metal_a_concentration,metal_b_type,metal_molar_ratio_b_a,experiment_condition,Uniformity,Coverage,Adhesion,Timestamp
20.0,5.0,35.0,28.0,8.5,20.0,1.0,10.0,7.0,2.0,3.0,0.8166789386348364,0.9790881350636482,0.9226802212698626,2025-12-04-12:52:09
21.0,5.0,35.0,30.0,7.0,20.0,2.0,10.0,5.0,1.0,1.0,0.7249218982215575,0.9265288561582565,0.9045866290627712,2025-12-04-12:52:32
23.0,5.0,30.0,30.0,8.0,20.0,5.0,10.0,18.0,1.0,1.0,0.9272604402792827,0.9936466361396015,0.9036061321735755,2025-12-04-12:52:32
22.0,5.0,35.0,28.0,6.0,20.0,1.0,10.0,9.0,1.0,1.0,0.7201619303350777,0.9349800365273088,0.8311280739878528,2025-12-04-12:52:32
24.0,5.0,25.0,30.0,4.0,20.0,1.0,10.0,0.0,1.0,1.0,0.7144810951148384,0.973951293155551,0.7937615505110136,2025-12-04-12:52:32
21.0,5.0,30.0,30.0,7.0,15.0,1.0,10.0,6.0,1.0,1.0,0.7467830836920227,0.9113846418253938,0.9311541890038437,2025-12-04-12:52:32
24.0,5.0,30.0,29.0,6.0,15.0,1.0,10.0,7.0,2.0,1.0,0.8428338007139139,0.9593551754951477,0.8392944540538836,2025-12-04-12:52:59
25.0,5.0,35.0,27.0,6.0,20.0,1.0,20.0,8.0,1.0,2.0,0.8939228679490103,0.9761531595140696,0.9407141327186409,2025-12-04-12:52:59
23.0,5.0,30.0,30.0,10.0,20.0,1.0,10.0,6.0,3.0,1.0,0.9144872648084537,0.8774380529377265,0.8469189378897783,2025-12-04-12:52:59
24.0,5.0,30.0,22.0,6.0,20.0,9.0,10.0,20.0,3.0,1.0,0.8366338007139139,0.9534044191241264,0.785488752237952,2025-12-04-12:52:59
24.0,5.0,30.0,30.0,6.0,20.0,1.0,30.0,7.0,1.0,1.0,0.8651538007139138,0.9510280825197697,0.8261659984756793,2025-12-04-12:52:59
24.0,4.90000007301569,35.0,27.0,6.0,20.0,1.0,30.0,6.0,1.0,1.0,0.9038543032985824,0.9852791372976631,0.8871802298884575,2025-12-04-12:54:04
23.0,5.0,30.0,19.0,8.0,20.0,1.0,10.0,7.0,1.0,1.0,0.8694472648084538,0.8893498290264673,0.8796701710420319,2025-12-04-12:54:04
23.0,4.300000064074993,30.0,30.0,8.5,20.0,3.0,30.0,8.0,1.0,1.0,0.8709176233119654,0.9178492416306901,0.9673744840632731,2025-12-04-12:54:04
23.0,5.0,30.0,27.0,8.0,20.0,1.0,10.0,20.0,1.0,3.0,0.9429272655535118,0.9498887993395329,0.8312669888987839,2025-12-04-12:54:04
18.0,5.0,35.0,29.0,7.0,20.0,1.0,10.0,6.0,2.0,2.0,0.8784872648084536,0.9861423587426543,0.8339448921797955,2025-12-04-12:54:04
18.0,5.0,35.0,28.0,7.0,15.0,2.0,30.0,6.0,1.0,1.0,0.8650072648084537,0.9954486847855151,0.8467643688728856,2025-12-04-12:55:31
23.0,5.0,30.0,30.0,8.0,20.0,1.0,10.0,16.0,1.0,3.0,0.9340805440420286,0.9765376625582576,0.950908238068223,2025-12-04-12:55:31
24.0,5.0,35.0,29.0,6.0,20.0,13.0,30.0,7.0,1.0,1.0,0.905482603819679,0.9362412840127945,0.8174890526267586,2025-12-04-12:55:31
25.0,5.0,35.0,22.0,5.5,20.0,4.0,30.0,10.0,1.0,2.0,0.8781628679490103,0.9097669459295749,0.8402294650865807,2025-12-04-12:55:31
30.0,5.0,30.0,30.0,7.0,20.0,7.0,10.0,20.0,5.0,1.0,0.9249389036672576,0.9586516879498959,0.9544541233896011,2025-12-04-12:55:31
30.0,5.0,35.0,29.0,8.5,15.0,1.0,20.0,11.0,1.0,2.0,0.9428114091300006,0.9383891150355339,1.010150719434023,2025-12-04-12:58:46
19.0,5.0,40.0,27.0,7.0,15.0,1.0,20.0,7.0,1.0,3.0,0.9233226045647371,0.9718785379081964,0.8501916541396459,2025-12-04-12:58:46
23.0,5.0,30.0,30.0,8.0,20.0,1.0,10.0,20.0,1.0,3.0,0.9130191844243184,0.9777087774127722,0.9676370117813349,2025-12-04-12:58:46
30.0,5.0,25.0,30.0,7.0,20.0,1.0,10.0,20.0,6.0,1.0,0.7931589378897782,0.9838519059121609,0.9386149668853276,2025-12-04-12:58:46
25.0,4.200000062584877,40.0,28.0,6.0,15.0,1.0,40.0,7.0,1.0,1.0,0.8151259514071902,0.9647362232208252,0.8256441759772977,2025-12-04-12:58:46
30.0,5.0,35.0,30.0,8.5,10.0,1.0,10.0,12.0,1.0,2.0,0.9103490681557889,0.9290871617344895,0.8118091561396904,2025-12-04-12:59:54
13.0,5.0,30.0,29.0,5.0,15.0,1.0,10.0,20.0,3.0,1.0,0.6298145338676334,0.9835554230958223,0.7061460104219993,2025-12-04-12:59:54
30.0,5.0,35.0,28.0,7.0,30.0,1.0,10.0,20.0,5.0,1.0,0.9418176315860981,0.9798925931614815,0.9605767652392387,2025-12-04-12:59:54
30.0,5.0,35.0,27.0,7.5,10.0,1.0,10.0,20.0,8.0,1.0,0.9192870093273158,0.9136763225762546,0.9435336708283962,2025-12-04-12:59:54
30.0,4.000000059604645,35.0,30.0,8.5,25.0,1.0,20.0,12.0,1.0,3.0,0.9414575921370391,0.9219948053359985,1.0163267441093922,2025-12-04-12:59:54
30.0,4.800000071525574,35.0,27.0,8.5,30.0,1.0,20.0,9.0,2.0,2.0,0.9838885780047599,0.9527142308652401,0.9900571070611477,2025-12-04-13:01:50
30.0,5.0,35.0,28.0,7.0,25.0,1.0,50.0,20.0,3.0,1.0,0.9465890681557888,0.9840835575014353,0.9297773334662554,2025-12-04-13:01:50
30.0,4.800000071525574,35.0,30.0,8.5,25.0,1.0,10.0,10.0,9.0,3.0,1.0045904514833515,0.9864857476204634,0.9946208968758583,2025-12-04-13:01:50
11.0,5.0,25.0,29.0,5.0,30.0,2.0,10.0,20.0,3.0,1.0,0.7088177331195291,0.7476580529377265,0.863362603819679,2025-12-04-13:01:50
30.0,4.500000067055225,35.0,21.0,9.0,25.0,1.0,30.0,0.0,1.0,1.0,0.8891323639102552,0.9766222666949034,0.8729083306866584,2025-12-04-13:01:50
30.0,5.0,35.0,29.0,9.0,20.0,1.0,50.0,17.0,10.0,3.0,0.9546057933144804,0.9660433605313301,1.0155342612415552,2025-12-04-13:02:38
30.0,4.100000061094761,35.0,29.0,9.0,20.0,1.0,20.0,0.0,1.0,3.0,0.9031484632357086,0.9403751716017723,0.9854973778128624,2025-12-04-13:02:38
30.0,5.0,35.0,26.0,7.0,25.0,1.0,10.0,20.0,10.0,3.0,0.9398594250070089,0.9866100773215294,0.979683730751276,2025-12-04-13:02:38
30.0,5.0,35.0,29.0,8.0,30.0,1.0,50.0,0.0,10.0,3.0,0.9804018195718527,0.9994135610759258,0.9026007874096367,2025-12-04-13:02:38
30.0,5.0,35.0,30.0,9.0,30.0,20.0,50.0,19.0,10.0,3.0,1.00094448402524,0.9551392961293459,0.9571382608264685,2025-12-04-13:02:38
30.0,4.800000071525574,35.0,29.0,9.0,25.0,20.0,30.0,10.0,10.0,2.0,0.9438306287599328,0.9945990657433867,0.9620567917916861,2025-12-04-13:03:44
30.0,4.500000067055225,35.0,29.0,8.5,20.0,1.0,50.0,20.0,10.0,2.0,0.9293476715584371,0.9599461033940315,1.0062933787703514,2025-12-04-13:03:44
30.0,5.0,30.0,27.0,7.0,25.0,1.0,30.0,10.0,10.0,3.0,0.962631101291628,0.9438944542780519,1.0017598532140255,2025-12-04-13:03:44
30.0,4.800000071525574,35.0,30.0,7.0,30.0,20.0,30.0,9.0,10.0,3.0,0.9793037671333897,0.9590990860015154,0.9390281965554688,2025-12-04-13:03:44
30.0,5.0,35.0,27.0,9.0,30.0,1.0,50.0,9.0,10.0,1.0,0.9899027016096348,0.9731351090595126,0.9807895808705129,2025-12-04-13:03:44
30.0,5.0,35.0,30.0,9.0,30.0,1.0,40.0,9.0,10.0,3.0,0.9249368719756603,0.9434410072863102,0.9734027131926268,2025-12-04-13:04:40
30.0,5.0,35.0,27.0,7.0,25.0,1.0,10.0,8.0,10.0,3.0,0.9961285282467837,1.0171535043045878,0.9341025047469884,2025-12-04-13:04:40
18.0,5.0,35.0,30.0,6.5,15.0,1.0,10.0,20.0,8.0,3.0,0.9264516544479505,0.9604374095797539,0.9611771544852117,2025-12-04-13:04:40
30.0,3.500000052154064,40.0,30.0,8.5,20.0,1.0,50.0,20.0,10.0,3.0,0.8228355299630508,0.9352963864803314,0.9849788937717676,2025-12-04-13:04:40
19.0,5.0,40.0,28.0,7.0,15.0,1.0,50.0,20.0,1.0,2.0,0.8802026038196791,0.9788395073264837,0.8909914879080104,2025-12-04-13:04:40
30.0,5.0,40.0,30.0,8.5,25.0,1.0,20.0,20.0,10.0,3.0,0.9303892444026631,0.9706604909151793,0.9669775664806366,2025-12-04-13:05:26
9.0,5.0,35.0,29.0,6.0,15.0,1.0,50.0,20.0,1.0,1.0,0.6148247347240529,0.984864673577249,0.7736752468746352,2025-12-04-13:05:26
30.0,5.0,35.0,30.0,8.5,30.0,6.0,10.0,12.0,10.0,3.0,1.0056615662761033,1.0109768491238356,0.9530915089411912,2025-12-04-13:05:26
30.0,5.0,35.0,24.0,8.0,25.0,1.0,10.0,3.0,10.0,1.0,0.9540856441025968,0.972763953730464,0.9640559916103177,2025-12-04-13:05:26
30.0,5.0,40.0,30.0,9.0,25.0,1.0,50.0,20.0,3.0,3.0,0.9353037993991538,0.9941966058686376,0.9324969132430851,2025-12-04-13:05:26
30.0,5.0,35.0,30.0,8.5,25.0,1.0,10.0,20.0,10.0,3.0,0.9592553619295359,1.0036199213936925,1.0128192622214556,2025-12-04-13:05:52
30.0,5.0,40.0,25.0,8.5,30.0,1.0,10.0,9.0,10.0,3.0,0.9311110564750594,0.9389639049768448,0.9975463773589581,2025-12-04-13:05:52
30.0,5.0,35.0,30.0,8.5,25.0,1.0,10.0,20.0,10.0,1.0,0.887400598371976,0.9497148115187883,0.9756159018725157,2025-12-04-13:05:52
30.0,5.0,35.0,30.0,9.0,20.0,1.0,50.0,10.0,10.0,3.0,0.9462409447878599,0.98297587223351,1.028515173587948,2025-12-04-13:05:52
30.0,3.200000047683716,30.0,30.0,9.0,25.0,1.0,10.0,20.0,10.0,3.0,0.9534866572492469,0.9788291454315186,0.9648637268692255,2025-12-04-13:05:52
30.0,5.0,35.0,30.0,8.5,25.0,1.0,10.0,20.0,10.0,3.0,0.9569785259664059,0.9804010093212128,0.9889593003317714,2025-12-04-13:06:28
30.0,5.0,35.0,30.0,7.0,30.0,20.0,20.0,0.0,10.0,3.0,0.9915129086002707,0.989687591791153,0.9119323314840528,2025-12-04-13:06:28
30.0,5.0,35.0,26.0,9.0,30.0,20.0,10.0,0.0,10.0,3.0,1.0117771308869123,0.9927351959049702,1.0103212110698223,2025-12-04-13:06:28
30.0,5.0,40.0,30.0,9.0,20.0,1.0,10.0,10.0,10.0,3.0,0.9050955703157351,0.9685625545680523,0.9651445429772139,2025-12-04-13:06:28
30.0,5.0,35.0,17.0,9.0,30.0,20.0,50.0,19.0,10.0,3.0,0.9708794017717775,0.9794217124581337,0.9063972848816003,2025-12-04-13:06:28
30.0,5.0,35.0,29.0,9.0,30.0,20.0,10.0,0.0,10.0,3.0,0.9296757131814957,0.9778749831020832,0.9396849714708133,2025-12-04-13:07:25
30.0,5.0,35.0,26.0,7.0,30.0,20.0,10.0,0.0,10.0,3.0,0.9647442558758492,1.013573132455349,0.9454295039176941,2025-12-04-13:07:25
30.0,5.0,35.0,30.0,8.5,25.0,1.0,10.0,20.0,10.0,3.0,0.9639713000506163,1.0158785786479712,0.9925300534814596,2025-12-04-13:07:25
12.0,5.0,40.0,30.0,5.5,15.0,1.0,50.0,20.0,1.0,1.0,0.7868164755247825,0.858346945929575,0.8646373761655485,2025-12-04-13:07:25
30.0,5.0,40.0,30.0,9.0,25.0,8.0,10.0,0.0,10.0,3.0,0.9109927356225415,0.950031504034996,0.9695754060521722,2025-12-04-13:07:25
30.0,5.0,35.0,26.0,7.0,30.0,20.0,50.0,7.0,10.0,3.0,0.9783488679677248,0.989868588745594,0.9838515464216471,2025-12-04-13:10:12
20.0,5.0,40.0,26.0,10.5,15.0,1.0,50.0,20.0,1.0,3.0,0.965985709266664,0.941299629238161,0.9549172855913639,2025-12-04-13:10:12
2.0,5.0,30.0,30.0,5.0,10.0,1.0,10.0,20.0,1.0,3.0,0.614286187409358,0.9142582990677176,0.8253703531984697,2025-12-04-13:10:12
30.0,5.0,35.0,30.0,8.5,25.0,1.0,10.0,20.0,10.0,3.0,0.9673672560602427,0.9846074935048819,0.9598825946450233,2025-12-04-13:10:12
30.0,5.0,35.0,24.0,7.0,30.0,1.0,10.0,0.0,10.0,3.0,0.9744711200146909,1.0177036495879292,0.930105381168907,2025-12-04-13:10:12
30.0,5.0,30.0,30.0,8.5,30.0,1.0,50.0,20.0,10.0,3.0,0.9993879720568657,0.9698612689971924,0.9689024125815807,2025-12-04-13:13:55
30.0,5.0,35.0,26.0,7.0,30.0,20.0,50.0,2.0,10.0,3.0,0.9353502113372087,0.9907587147317827,1.0223291628062725,2025-12-04-13:13:55
30.0,5.0,35.0,30.0,9.0,20.0,1.0,50.0,20.0,10.0,3.0,0.9825315681212181,1.0009234808385372,0.9396576073486358,2025-12-04-13:13:55
20.0,3.300000049173832,40.0,30.0,11.0,10.0,1.0,10.0,0.0,10.0,3.0,0.8827709571981193,0.9896951299160719,1.0054944035951867,2025-12-04-13:13:55
30.0,5.0,30.0,30.0,9.0,30.0,20.0,10.0,0.0,1.0,3.0,0.975062808021903,0.972803246229887,0.9515808994564172,2025-12-04-13:13:55
30.0,3.9000000581145287,40.0,30.0,9.0,20.0,1.0,10.0,17.0,10.0,3.0,0.8403484637428281,0.9474584870040417,0.997435197699815,2025-12-04-13:16:38
30.0,5.0,30.0,30.0,9.0,30.0,4.0,50.0,20.0,10.0,3.0,0.9714827015995979,1.0140438126400113,0.957449593866704,2025-12-04-13:16:38
30.0,5.0,30.0,25.0,7.0,30.0,20.0,10.0,19.0,10.0,3.0,0.9432475885355486,1.0296500958502293,0.9319354947178692,2025-12-04-13:16:38
24.0,5.0,40.0,30.0,6.0,10.0,1.0,50.0,0.0,10.0,3.0,0.8608772801899296,0.9858294343575835,0.937641579657793,2025-12-04-13:16:38
30.0,5.0,30.0,24.0,9.0,30.0,1.0,10.0,20.0,10.0,3.0,0.9667713535022748,0.9357285550795496,0.9778716513670176,2025-12-04-13:16:38
30.0,5.0,30.0,29.0,7.0,30.0,14.0,50.0,20.0,10.0,3.0,1.0086998865008354,0.9655403979122639,0.9260006778121926,2025-12-04-13:19:28
30.0,5.0,30.0,30.0,9.0,30.0,1.0,50.0,9.0,10.0,3.0,0.9645806541666389,1.001377645879984,0.9468495279022437,2025-12-04-13:19:28
30.0,3.8000000566244125,40.0,30.0,9.0,15.0,1.0,10.0,0.0,10.0,3.0,0.8279408237670052,0.9696024656295776,0.8746044422488324,2025-12-04-13:19:28
30.0,5.0,30.0,30.0,7.0,25.0,20.0,10.0,19.0,10.0,3.0,0.9535273110473169,0.9768014810979366,0.9009460024057955,2025-12-04-13:19:28
18.0,3.400000050663948,40.0,30.0,7.0,10.0,1.0,10.0,20.0,10.0,3.0,0.6936037117284948,0.9486430175602436,0.9107147450075516,2025-12-04-13:19:28
30.0,5.0,30.0,30.0,7.0,30.0,1.0,50.0,20.0,10.0,3.0,0.947552315890789,1.0072383284568787,0.9304642961288426,2025-12-04-13:21:39
20.0,5.0,40.0,30.0,11.0,10.0,1.0,50.0,0.0,10.0,3.0,0.9569716639745249,0.9692939668893814,0.9911260111257434,2025-12-04-13:21:39
25.0,5.0,40.0,30.0,6.0,20.0,1.0,10.0,20.0,10.0,3.0,0.9362275707857842,0.9288353322726672,0.9304021975563251,2025-12-04-13:21:39
26.0,5.0,40.0,30.0,11.0,10.0,20.0,50.0,0.0,10.0,3.0,0.9979016511616334,0.9681108882650733,1.0088580129668117,2025-12-04-13:21:39
30.0,5.0,35.0,25.0,7.0,30.0,20.0,10.0,0.0,10.0,3.0,0.9918637648463781,0.9909837171435356,0.9392662226187318,2025-12-04-13:21:39
26.0,5.0,40.0,30.0,11.0,15.0,6.0,50.0,19.0,10.0,3.0,0.9859818760305643,0.951662216335535,0.9293760825602498,2025-12-04-13:24:37
26.0,5.0,40.0,30.0,11.0,10.0,20.0,50.0,0.0,10.0,3.0,1.0010258248922452,1.025045053102076,0.991046043112874,2025-12-04-13:24:37
30.0,5.0,30.0,28.0,7.0,30.0,1.0,50.0,14.0,10.0,3.0,0.9750738851726055,0.9495781566947699,0.9429588112980127,2025-12-04-13:24:37
20.0,5.0,40.0,30.0,11.0,25.0,1.0,10.0,0.0,10.0,3.0,1.0042741925024998,1.0049820132553577,0.9515495916997827,2025-12-04-13:24:37
26.0,5.0,40.0,30.0,11.0,10.0,1.0,10.0,0.0,10.0,3.0,0.9427744114804492,0.973471732577309,1.012721847742796,2025-12-04-13:24:37
20.0,5.0,40.0,30.0,11.0,30.0,19.0,10.0,0.0,10.0,3.0,1.0279891281393183,0.9515672121196985,0.9641884916927665,2025-12-04-13:26:44
30.0,5.0,40.0,26.0,9.0,20.0,12.0,50.0,0.0,10.0,3.0,0.8878218372041151,0.9714165888726711,0.9388351163354218,2025-12-04-13:26:44
26.0,5.0,40.0,30.0,11.0,10.0,20.0,50.0,0.0,10.0,3.0,0.9771196172487959,0.9671094100922346,0.945458433474414,2025-12-04-13:26:44
30.0,5.0,35.0,30.0,9.0,30.0,1.0,10.0,20.0,10.0,3.0,0.9706257567740977,0.9563052393496037,1.0039760589133948,2025-12-04-13:26:44
30.0,4.800000071525574,30.0,30.0,7.0,30.0,2.0,50.0,20.0,10.0,3.0,0.9893436199054122,0.938670008443296,0.9109757008309101,2025-12-04-13:26:44
20.0,5.0,40.0,30.0,11.0,30.0,20.0,10.0,0.0,10.0,3.0,1.019517734486164,0.9773280937224627,0.9421544438228011,2025-12-04-13:32:21
30.0,5.0,35.0,28.0,9.0,25.0,1.0,10.0,20.0,10.0,3.0,0.9934574607759714,1.013427441008389,0.9433867776637405,2025-12-04-13:32:21
26.0,5.0,40.0,26.0,10.5,25.0,1.0,50.0,0.0,10.0,3.0,0.9408393502235413,0.9675276353955269,0.9469611547283979,2025-12-04-13:32:21
26.0,5.0,40.0,30.0,11.0,10.0,1.0,10.0,0.0,1.0,3.0,0.9283348612520322,0.963123613037169,0.9548058621585369,2025-12-04-13:32:21
20.0,5.0,40.0,30.0,11.0,20.0,1.0,10.0,0.0,10.0,3.0,0.9019261001551165,0.9596483409404755,0.8993609991450957,2025-12-04-13:32:21
30.0,5.0,35.0,30.0,9.0,25.0,1.0,10.0,20.0,10.0,3.0,0.9987939260900021,0.9375809952616692,0.9546916633844376,2025-12-04-13:35:55
30.0,5.0,35.0,25.0,7.0,30.0,20.0,10.0,7.0,10.0,3.0,0.9554696672003502,1.0034874079283327,0.945855761428985,2025-12-04-13:35:55
20.0,5.0,40.0,20.0,11.0,30.0,20.0,50.0,0.0,10.0,3.0,0.8990507123816028,0.9914946462959051,0.9203938314982107,2025-12-04-13:35:55
21.0,1.600000023841858,40.0,30.0,7.0,10.0,20.0,50.0,0.0,10.0,3.0,0.7670218629416075,0.9793657884001732,0.9478145809596249,2025-12-04-13:35:55
20.0,5.0,40.0,30.0,11.0,30.0,20.0,50.0,19.0,10.0,3.0,1.0225786436349154,0.9852105268510059,0.9630876518785954,2025-12-04-13:35:55
30.0,5.0,35.0,30.0,9.0,20.0,1.0,10.0,20.0,10.0,3.0,0.9683816598044866,0.9512064885348082,1.004104415886104,2025-12-04-13:40:14
19.0,0.10000000149011612,40.0,30.0,7.0,10.0,20.0,50.0,0.0,10.0,3.0,0.8111577402561911,0.9784800056368113,0.9184486160477469,2025-12-04-13:40:14
25.0,5.0,35.0,24.0,6.0,25.0,20.0,50.0,3.0,10.0,3.0,0.9189116880702987,0.9383192076242155,0.8804265696045457,2025-12-04-13:40:14
20.0,5.0,40.0,30.0,11.0,30.0,20.0,10.0,19.0,1.0,3.0,1.001209728060068,1.0058711878955364,0.9705548528581858,2025-12-04-13:40:14
20.0,5.0,40.0,22.0,11.0,25.0,20.0,10.0,19.0,10.0,3.0,0.9123377050066009,0.9765704032033682,0.9560096084605902,2025-12-04-13:40:14
15.0,0.10000000149011612,40.0,30.0,8.0,10.0,20.0,50.0,0.0,10.0,3.0,0.6382448435782493,0.9391974681198665,0.817444408552146,2025-12-04-13:42:58
20.0,5.0,40.0,30.0,11.0,30.0,20.0,50.0,19.0,1.0,3.0,0.9458681009709835,0.9780310951173306,1.0192161556333303,2025-12-04-13:42:58
20.0,0.30000000447034836,40.0,30.0,11.0,25.0,20.0,50.0,5.0,1.0,3.0,0.8150524037847012,0.9676914140582085,0.9509002971732058,2025-12-04-13:42:58
26.0,5.0,40.0,30.0,10.0,10.0,20.0,10.0,19.0,10.0,3.0,0.9654064460280761,0.9525576936212583,0.9147769547202634,2025-12-04-13:42:58
20.0,2.3000000342726707,40.0,30.0,11.0,30.0,1.0,50.0,0.0,1.0,3.0,0.8482426623243793,0.9438555166125298,0.9689422957599163,2025-12-04-13:42:58
