formula,concentration,temperature,soak_time,ph,curing_time,metal_a_type,metal_a_concentration,metal_b_type,molar_ratio_b_a,experiment_condition,Uniformity,Coverage,Adhesion,Timestamp
1.0,6.0,35.0,1.0,4.0,10.0,1.0,50.0,9.0,2.0,3.0,1.0,0.9822602141648531,1.0272994097322226,2025-12-01-16:21:43
21.0,7.0,25.0,26.0,6.0,10.0,1.0,10.0,20.0,7.0,1.0,1.0,0.9150266498327255,1.0157880187034607,2025-12-01-16:21:43
21.0,10.0,40.0,1.0,6.0,10.0,7.0,50.0,20.0,1.0,3.0,1.0,0.9682148694992065,1.0571596696972847,2025-12-01-16:21:49
1.0,4.0,35.0,1.0,6.0,30.0,1.0,10.0,9.0,1.0,1.0,1.0,0.9592457227408886,1.0735041052103043,2025-12-01-16:21:49
21.0,10.0,40.0,30.0,4.0,10.0,9.0,30.0,20.0,1.0,3.0,1.0,0.9041602313518524,1.0679395571351051,2025-12-01-16:21:49
21.0,5.0,35.0,1.0,6.0,10.0,1.0,20.0,14.0,2.0,3.0,1.0,0.9908516583964229,1.0708691850304604,2025-12-01-16:21:56
1.0,5.0,25.0,1.0,4.0,30.0,1.0,20.0,0.0,10.0,3.0,1.0,0.9801013339310884,1.0293624587357044,2025-12-01-16:21:56
1.0,1.0,40.0,30.0,4.0,10.0,13.0,50.0,17.0,1.0,3.0,1.0,0.9108079671859741,1.0765482112765312,2025-12-01-16:21:56
21.0,10.0,40.0,30.0,6.0,10.0,19.0,50.0,20.0,1.0,3.0,1.0,0.9573602192103863,1.0193792469799519,2025-12-01-16:22:02
1.0,2.0,40.0,30.0,4.0,15.0,3.0,10.0,17.0,2.0,1.0,1.0,0.9733856320381165,1.0992210432887077,2025-12-01-16:22:02
1.0,4.0,35.0,1.0,6.0,10.0,4.0,10.0,15.0,3.0,3.0,1.0,0.9499975927174091,1.043212790042162,2025-12-01-16:22:02
1.0,3.0,40.0,30.0,6.0,10.0,1.0,10.0,17.0,1.0,1.0,1.0,0.9793568197637796,1.057540226727724,2025-12-01-16:22:08
4.0,10.0,40.0,30.0,4.0,20.0,16.0,10.0,20.0,1.0,1.0,1.0,0.901822991669178,1.0842942222952843,2025-12-01-16:22:08
14.0,10.0,25.0,28.0,8.0,30.0,16.0,50.0,0.0,10.0,2.0,1.0,0.9889435106888413,1.0956410616636276,2025-12-01-16:22:08
1.0,3.0,40.0,30.0,6.0,10.0,1.0,50.0,16.0,1.0,2.0,1.0,0.9178791418671608,1.0623858869075775,2025-12-01-16:22:27
1.0,5.0,40.0,30.0,4.0,10.0,1.0,10.0,16.0,3.0,2.0,1.0,0.9922066568396986,1.061749305576086,2025-12-01-16:22:27
11.0,6.0,35.0,1.0,5.5,30.0,4.0,10.0,5.0,1.0,1.0,1.0,0.9085632190108299,1.017294967547059,2025-12-01-16:22:27
13.0,10.0,25.0,29.0,4.5,25.0,12.0,50.0,3.0,10.0,3.0,1.0,0.9829551391303539,1.0617194473743439,2025-12-01-16:22:33
21.0,8.0,35.0,1.0,4.0,10.0,20.0,20.0,16.0,1.0,1.0,1.0,0.9976876259315759,1.06316889077425,2025-12-01-16:22:33
14.0,3.0,35.0,1.0,8.0,15.0,2.0,20.0,11.0,1.0,1.0,1.0,0.9252777621150017,1.0061399759724736,2025-12-01-16:22:33
